job_number,canonical_stage,declared_stage,rendered_column,ses_family,expected_family_label,rendered_family_tag,family_agrees,detail_stage,detail_stage_source,detail_contradicts_column,legacy_detail_stage,legacy_contradicts_column,canonical_pack_drafted,no_pack_chip,card_builder_links,card_anchors,trade_chip
SWMS-26858,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26847,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26846,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26844,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26841,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26840,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26837,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26836,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26835,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26829,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26825,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26819,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26815,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26814,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26812,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26806,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26805,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26800,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26795,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26794,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26793,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26792,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26789,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26788,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26787,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26786,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26785,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26783,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26781,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26780,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26779,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26777,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26775,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26774,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,new,true,false,false,0,0,
SWMS-26773,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26772,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26770,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26769,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26766,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26763,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26762,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26757,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26756,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,new,true,false,false,3,3,
SWMS-26755,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,new,true,false,false,3,3,
SWMS-26753,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26752,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26751,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26750,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26749,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26747,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26744,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26742,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26741,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26739,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26738,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26737,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26734,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,2,2,
SWMS-26733,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26731,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,report_ready,true,false,false,3,3,
SWMS-26730,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26727,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26726,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26725,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26724,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26723,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26722,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26721,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26720,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26718,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26717,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26712,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26711,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26710,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26708,archive,archive,archive,assessment_quote,Assessment / Quote Report,Assessment / Quote Report,true,archive,board_feed,false,completed,true,true,false,3,3,
SWMS-26706,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,completed,true,true,false,1,1,
SWMS-26693,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26692,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26691,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26690,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26689,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26688,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26687,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26686,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26684,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26683,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26682,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26681,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26680,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26679,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26678,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26674,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26673,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26672,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26671,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26668,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26663,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26659,archive,archive,archive,ordinary_roof_portal,Roof Report,Roof Report,true,archive,board_feed,false,allocated,true,true,false,0,0,
SWMS-26657,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26655,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26654,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26653,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26652,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26644,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26642,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26630,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26629,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26628,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26606,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,report_ready,true,true,false,0,0,
SWMS-26604,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26603,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26598,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26597,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,false,false,0,0,
SWMS-26596,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-TEST-0611,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,allocated,true,false,false,0,0,
SWMS-26587,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26584,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26582,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26581,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26580,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26579,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26563,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,report_ready,true,true,false,0,0,
SWMS-26562,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26560,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26559,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26547,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26546,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26540,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26534,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26533,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26530,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26529,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26528,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26527,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26526,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26525,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26524,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26523,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26522,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26521,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26520,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26517,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26515,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26514,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26513,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26512,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26511,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26510,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,new,true,false,false,0,0,
SWMS-26509,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26507,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,new,true,false,false,0,0,
SWMS-26506,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26503,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26496,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26491,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26490,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26487,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26483,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26482,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26481,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26480,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26479,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26478,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26477,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26465,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26464,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26463,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26462,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26459,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26458,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26457,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26456,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26455,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26450,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,new,true,false,false,0,0,
SWMS-26449,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26448,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26447,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26446,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26445,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26444,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26443,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26442,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26441,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26440,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26438,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
AJBR 67178,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
AJBR 67005,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
MS191469,archive,archive,archive,unknown,Family not determined,Family not determined,true,archive,board_feed,false,completed,true,true,false,0,0,
BWCWA6781,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
WB68792,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
AJBR 67170,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
BWCWA6773,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
AJBR 66933,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
AJBR 67260,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26433,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26432,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26431,archive,archive,archive,temporary_fencing,Temporary Fence MakeSafe,Temporary Fence MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26430,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
SWMS-26429,archive,archive,archive,physical_makesafe,MakeSafe,MakeSafe,true,archive,board_feed,false,completed,true,true,false,0,0,
